resource.h, Line: 3, Word: 3
Rotate, Line: 420, Word: 3
Roll, Line: 421, Word: 3
Fit, Line: 423, Word: 3
ChangeViewTo, Line: 425, Word: 3
Top, Line: 427, Word: 3
Front, Line: 428, Word: 3
Right, Line: 429, Word: 3
Bottom, Line: 430, Word: 3
Back, Line: 431, Word: 3
Left, Line: 432, Word: 3
DrawStyle, Line: 434, Word: 3
ShadedAndWireFrame, Line: 436, Word: 3
Shaded, Line: 437, Word: 3
WireFrame, Line: 438, Word: 3
HiddenLine, Line: 439, Word: 3
Transparent HiddenLine, Line: 440, Word: 3
Triangles, Line: 441, Word: 3
ChangeViewDir..., Line: 443, Word: 3
SetRotCenter..., Line: 444, Word: 3
Dimensions, Line: 445, Word: 3
List..., Line: 447, Word: 3
On screen..., Line: 448, Word: 3
Delete X, Line: 450, Word: 3
&File, Line: 456, Word: 3
&New\tCtrl+N, Line: 458, Word: 3
&Open...\tCtrl+O, Line: 459, Word: 3
Open multi files..., Line: 460, Word: 3
&Close, Line: 461, Word: 3
S&ave As..., Line: 462, Word: 3
Save Iges..., Line: 463, Word: 3
Save STL..., Line: 464, Word: 3
Save Dxf..., Line: 465, Word: 3
Read NC files..., Line: 466, Word: 3
Export Surfaces&Curves To LuaScript..., Line: 467, Word: 3
Recently Opened, Line: 470, Word: 3
E&xit, Line: 472, Word: 3
&Edit, Line: 474, Word: 3
Undo last action(CTRL-Z), Line: 477, Word: 3
Redo last undo(CTRL-Y), Line: 478, Word: 3
Copy..., Line: 479, Word: 3
Find text...(CTRL-F), Line: 480, Word: 3
Visual Attributes..., Line: 481, Word: 3
Transform, Line: 482, Word: 3
Move..., Line: 484, Word: 3
Rotate..., Line: 485, Word: 3
Scale..., Line: 486, Word: 3
Mirror..., Line: 487, Word: 3
Reorient..., Line: 488, Word: 3
Dynamic..., Line: 489, Word: 3
Move on work plane..., Line: 490, Word: 3
Coordinate system, Line: 492, Word: 3
Select active coordinate system..., Line: 494, Word: 3
Modify..., Line: 495, Word: 3
Visibility..., Line: 497, Word: 3
Delete..., Line: 498, Word: 3
Analyze Mode, Line: 499, Word: 3
Curve (F2), Line: 501, Word: 3
Surface (F3), Line: 502, Word: 3
Exit Analyze Mode (Esc), Line: 503, Word: 3
Explode text to curves..., Line: 505, Word: 3
Make unselectable, Line: 506, Word: 3
Remake selectable, Line: 507, Word: 3
&View, Line: 509, Word: 3
&Toolbars, Line: 511, Word: 3
Open, Line: 513, Word: 3
Basic, Line: 514, Word: 3
View, Line: 515, Word: 3
Sketch, Line: 516, Word: 3
WireEDM, Line: 517, Word: 3
Mill, Line: 518, Word: 3
Solid2d, Line: 519, Word: 3
&Status Bar, Line: 521, Word: 3
Treeview, Line: 522, Word: 3
Plugin Window, Line: 523, Word: 3
IE window, Line: 524, Word: 3
Change view direction..., Line: 525, Word: 3
Hide..., Line: 526, Word: 3
Show hidden..., Line: 527, Word: 3
Save screen view as bmp..., Line: 528, Word: 3
Auto bmp generate from screen..., Line: 529, Word: 3
Dynamic clipping..., Line: 530, Word: 3
Status Window, Line: 531, Word: 3
Selection Bar, Line: 532, Word: 3
Coordinates Bar, Line: 533, Word: 3
IE Window Home Page, Line: 534, Word: 3
Regenerate graphics..., Line: 535, Word: 3
ChangeViewTo, Line: 536, Word: 3
Top, Line: 538, Word: 3
Front, Line: 539, Word: 3
Right, Line: 540, Word: 3
Bottom, Line: 541, Word: 3
Back, Line: 542, Word: 3
Left, Line: 543, Word: 3
Iso, Line: 544, Word: 3
DrawStyle, Line: 546, Word: 3
ShadedAndWireFrame, Line: 548, Word: 3
Shaded, Line: 549, Word: 3
WireFrame, Line: 550, Word: 3
HiddenLine, Line: 551, Word: 3
Transparent HiddenLine, Line: 552, Word: 3
Triangles, Line: 553, Word: 3
ChangeViewDir..., Line: 555, Word: 3
ColorMode, Line: 556, Word: 3
Standard, Line: 558, Word: 3
Variable, Line: 559, Word: 3
Free selection form, Line: 561, Word: 3
Post process simulations, Line: 562, Word: 3
Macro tables dialog, Line: 563, Word: 3
&Insert, Line: 565, Word: 3
Coordinate system, Line: 567, Word: 3
Absolute, Line: 569, Word: 3
As view direction, Line: 570, Word: 3
By dialog..., Line: 571, Word: 3
Box..., Line: 573, Word: 3
Text..., Line: 574, Word: 3
Label..., Line: 575, Word: 3
Section..., Line: 576, Word: 3
Tree link..., Line: 577, Word: 3
Points from BMP..., Line: 578, Word: 3
Silhoutte..., Line: 579, Word: 3
Color definition..., Line: 580, Word: 3
Glyph Sets..., Line: 581, Word: 3
Color map..., Line: 582, Word: 3
Attach texture to surface..., Line: 583, Word: 3
Auto loop..., Line: 584, Word: 3
Search overlaps..., Line: 585, Word: 3
PathCalc2D, Line: 586, Word: 3
Stone nesting, Line: 587, Word: 3
Select stock..., Line: 589, Word: 3
Make hull, Line: 591, Word: 3
Supports and vacuum..., Line: 592, Word: 3
Make transformation group, Line: 593, Word: 3
&Preferences, Line: 595, Word: 3
Triangles Read Write..., Line: 597, Word: 3
IGES Read..., Line: 598, Word: 3
Colors and display..., Line: 599, Word: 3
Mouse Options..., Line: 600, Word: 3
DXF Read..., Line: 601, Word: 3
DXF Export..., Line: 602, Word: 3
Lua Script..., Line: 603, Word: 3
Segmentation Parameters..., Line: 604, Word: 3
Stone Parameters..., Line: 605, Word: 3
Free selection, Line: 606, Word: 3
Factory Settings, Line: 607, Word: 3
Load Factory Settings, Line: 609, Word: 3
Create My Factory Settings, Line: 610, Word: 3
Load My Factory Settings, Line: 611, Word: 3
Load My Factory Settings to Cloud, Line: 612, Word: 3
Get My Factoyr Settings From Cloud, Line: 613, Word: 3
General settings..., Line: 615, Word: 3
Configurations..., Line: 616, Word: 3
Settings root directory, Line: 617, Word: 3
&Dimensions, Line: 619, Word: 3
&List..., Line: 621, Word: 3
Dimension..., Line: 622, Word: 3
Dynamic Curve Info, Line: 623, Word: 3
Dynamic Surface Info, Line: 624, Word: 3
Exit Dynamic Info, Line: 625, Word: 3
&Window, Line: 627, Word: 3
&New Window, Line: 629, Word: 3
&Cascade, Line: 630, Word: 3
&Tile, Line: 631, Word: 3
&Arrange Icons, Line: 632, Word: 3
Test..., Line: 633, Word: 3
Geo, Line: 635, Word: 3
Make Points..., Line: 637, Word: 3
Make curves, Line: 638, Word: 3
Lines..., Line: 640, Word: 3
Circles/Arcs..., Line: 641, Word: 3
Ellipse..., Line: 642, Word: 3
Spiral, Line: 643, Word: 3
Splines..., Line: 644, Word: 3
Surface silhouette..., Line: 645, Word: 3
Extract triangles edges..., Line: 646, Word: 3
Normal lines from surface..., Line: 647, Word: 3
Extract surface edges..., Line: 648, Word: 3
Make convex hull..., Line: 649, Word: 3
Make hull..., Line: 650, Word: 3
Make reversed copy..., Line: 651, Word: 3
Fillet, Line: 652, Word: 3
Min distance, Line: 653, Word: 3
Make net, Line: 655, Word: 3
By grid dialog, Line: 657, Word: 3
Make surfaces, Line: 659, Word: 3
Ruled..., Line: 661, Word: 3
Surface of revolution..., Line: 662, Word: 3
Offset surface..., Line: 663, Word: 3
Extrusion..., Line: 664, Word: 3
From segments..., Line: 665, Word: 3
From planar curves..., Line: 666, Word: 3
From net..., Line: 667, Word: 3
Maked reversed copy..., Line: 668, Word: 3
Reform by B-Spline(s), Line: 669, Word: 3
Make shell, Line: 671, Word: 3
Filleting..., Line: 672, Word: 3
Minimum Distance..., Line: 673, Word: 3
Curve-curve..., Line: 675, Word: 3
Close holes of a surface..., Line: 677, Word: 3
Make Box..., Line: 678, Word: 3
Solid2D, Line: 679, Word: 3
Parametric shapes, Line: 681, Word: 3
Make, Line: 682, Word: 3
Boolean, Line: 683, Word: 3
Unite, Line: 685, Word: 3
Intersect, Line: 686, Word: 3
Subtract, Line: 687, Word: 3
Hatch, Line: 689, Word: 3
Offset, Line: 690, Word: 3
Explode to curves, Line: 691, Word: 3
Hollow, Line: 692, Word: 3
Add path, Line: 693, Word: 3
Position on solid 2D, Line: 694, Word: 3
Fillet, Line: 695, Word: 3
Chamfer, Line: 696, Word: 3
Solid 2.5D, Line: 698, Word: 3
Make..., Line: 700, Word: 3
Chamfer..., Line: 701, Word: 3
Fillet..., Line: 702, Word: 3
Explode to surfaces..., Line: 703, Word: 3
Trimming, Line: 705, Word: 3
Surfaces..., Line: 707, Word: 3
Split curves..., Line: 708, Word: 3
Split curves by work plane..., Line: 709, Word: 3
Projection, Line: 711, Word: 3
Project curves to work plane, Line: 713, Word: 3
Project curves on a surface, Line: 714, Word: 3
Unproject curve to curve, Line: 715, Word: 3
Multi direction projection to work plane, Line: 716, Word: 3
Join curves..., Line: 718, Word: 3
Offset curves, Line: 719, Word: 3
Offset, Line: 721, Word: 3
Sharp offset, Line: 722, Word: 3
3D offset, Line: 723, Word: 3
Variable offset, Line: 724, Word: 3
Extend curves..., Line: 726, Word: 3
Sphere mapping, Line: 727, Word: 3
Spine calculation, Line: 728, Word: 3
Helical revolution..., Line: 729, Word: 3
Subdivision Curves..., Line: 730, Word: 3
Make convex hull..., Line: 731, Word: 3
Helical wrapping, Line: 732, Word: 3
Groove calculator..., Line: 733, Word: 3
Turning, Line: 735, Word: 3
Turn Form..., Line: 737, Word: 3
Manuel G Cod, Line: 738, Word: 3
Turning..., Line: 739, Word: 3
Machining, Line: 741, Word: 3
Tools, Line: 743, Word: 3
Contour machining, Line: 744, Word: 3
Drilling, Line: 745, Word: 3
Sew blade machining, Line: 746, Word: 3
Manuel nesting, Line: 747, Word: 3
Make stock, Line: 749, Word: 3
Make part, Line: 750, Word: 3
Compact cutting, Line: 752, Word: 3
Automated true shape cutting, Line: 753, Word: 3
Tables, Line: 754, Word: 3
Post processor settings, Line: 755, Word: 3
Settings, Line: 756, Word: 3
Advanced machining, Line: 758, Word: 3
Show GUI..., Line: 760, Word: 3
Set machining direction, Line: 761, Word: 3
Set custom tool axis direction, Line: 762, Word: 3
Edit contour 2D tool angle, Line: 763, Word: 3
Start, Line: 765, Word: 3
Close, Line: 766, Word: 3
Wire machining, Line: 769, Word: 3
Single contour, Line: 771, Word: 3
Multi contours, Line: 772, Word: 3
4 axis, Line: 773, Word: 3
Surface machining, Line: 774, Word: 3
Taper machining, Line: 775, Word: 3
Wire machining post processor, Line: 776, Word: 3
Help, Line: 778, Word: 3
Manuel, Line: 780, Word: 3
About, Line: 781, Word: 3
Operations, Line: 787, Word: 3
Insert Operation..., Line: 789, Word: 3
Hide all toolpath, Line: 790, Word: 3
Show all toolpath, Line: 791, Word: 3
Send to postbox, Line: 792, Word: 3
Clear, Line: 793, Word: 3
Texture Map, Line: 799, Word: 3
Show, Line: 801, Word: 3
Hide, Line: 802, Word: 3
Image, Line: 803, Word: 3
Flip along U, Line: 805, Word: 3
Flip along V, Line: 806, Word: 3
Export image, Line: 807, Word: 3
Apply median filter..., Line: 808, Word: 3
Apply Sobel filter..., Line: 809, Word: 3
Make grey scale, Line: 810, Word: 3
Segmentation, Line: 812, Word: 3
Make segmented solid..., Line: 814, Word: 3
Attach geometry..., Line: 816, Word: 3
Delete   X, Line: 817, Word: 3
Client Context, Line: 823, Word: 3
Show, Line: 825, Word: 3
Hide, Line: 826, Word: 3
Segment, Line: 832, Word: 3
Show, Line: 834, Word: 3
Hide, Line: 835, Word: 3
Form region curves for checked, Line: 836, Word: 3
Make convex hull for checked, Line: 837, Word: 3
Make hull for checked, Line: 838, Word: 3
Check selected..., Line: 839, Word: 3
Uncheck selected..., Line: 840, Word: 3
Delete checked  X, Line: 841, Word: 3
Segmented Solid, Line: 847, Word: 3
Show, Line: 849, Word: 3
Hide, Line: 850, Word: 3
Make outer net..., Line: 851, Word: 3
Make inner net..., Line: 852, Word: 3
Delete   X, Line: 853, Word: 3
res\\bmp00001.bmp, Line: 933, Word: 4
res\\CNCSTEP.bmp, Line: 935, Word: 4
res\\toolbar1.bmp, Line: 937, Word: 4
res\\bitmap_w.bmp, Line: 939, Word: 4
res\\bitmap3.bmp, Line: 941, Word: 4
res\\bitmap4.bmp, Line: 943, Word: 4
res\\bmp00002.bmp, Line: 945, Word: 4
res\\bitmap_f.bmp, Line: 947, Word: 4
res\\toolbar3.bmp, Line: 949, Word: 4
res\\toolbargeo.bmp, Line: 951, Word: 4
res\\toolbarkki.bmp, Line: 953, Word: 4
TaperInfo1.bmp, Line: 955, Word: 4
bitmapwx3.bmp, Line: 957, Word: 4
res\\bmp00003.bmp, Line: 959, Word: 4
bitmapwi4.bmp, Line: 961, Word: 4
bitmapta9.bmp, Line: 963, Word: 4
bitmapta8.bmp, Line: 965, Word: 4
res\\bitmap_t.bmp, Line: 967, Word: 4
bitmapta10.bmp, Line: 969, Word: 4
wiretoolbar1.bmp, Line: 971, Word: 4
res\\toolbar4.bmp, Line: 973, Word: 4
res\\wireprogramplane.bmp, Line: 975, Word: 4
res\\bmp00004.bmp, Line: 977, Word: 4
res\\solidcncresmilogo.BMP, Line: 979, Word: 4
res\\bmpToolInfo.bmp, Line: 981, Word: 4
res\\bmp00005.bmp, Line: 983, Word: 4
res\\bitmapCylinderTool.bmp, Line: 985, Word: 4
res\\bitmapSphereTool.bmp, Line: 987, Word: 4
res\\bitmapTorusTool.bmp, Line: 989, Word: 4
res\\bitmapConicTool.bmp, Line: 991, Word: 4
res\\bitmapUserTool.bmp, Line: 993, Word: 4
res\\zOverCut.bmp, Line: 995, Word: 4
res\\bitmap_s.bmp, Line: 997, Word: 4
res\\bitmap7.bmp, Line: 999, Word: 4
res\\bmp00006.bmp, Line: 1001, Word: 4
res\\bitmap8.bmp, Line: 1003, Word: 4
res\\bmp00007.bmp, Line: 1005, Word: 4
res\\bmp00008.bmp, Line: 1007, Word: 4
res\\bmp00009.bmp, Line: 1009, Word: 4
res\\bmp00010.bmp, Line: 1011, Word: 4
res\\bmp00011.bmp, Line: 1013, Word: 4
res\\bmp00012.bmp, Line: 1015, Word: 4
res\\bmp00013.bmp, Line: 1017, Word: 4
res\\bmp00014.bmp, Line: 1019, Word: 4
res\\bmp00015.bmp, Line: 1021, Word: 4
res\\bmp00016.bmp, Line: 1023, Word: 4
res\\bmp00017.bmp, Line: 1025, Word: 4
res\\bmp00018.bmp, Line: 1027, Word: 4
res\\bmp00019.bmp, Line: 1029, Word: 4
res\\bmp00020.bmp, Line: 1031, Word: 4
res\\bmp00021.bmp, Line: 1033, Word: 4
res\\bmp00022.bmp, Line: 1035, Word: 4
res\\bmp00023.bmp, Line: 1037, Word: 4
res\\bmp00024.bmp, Line: 1039, Word: 4
res\\bmp00025.bmp, Line: 1041, Word: 4
res\\bmp00026.bmp, Line: 1043, Word: 4
res\\bmp00027.bmp, Line: 1045, Word: 4
res\\bmp00028.bmp, Line: 1047, Word: 4
res\\bmp00029.bmp, Line: 1049, Word: 4
res\\bmp00030.bmp, Line: 1051, Word: 4
res\\bmp00031.bmp, Line: 1053, Word: 4
Visual Attributes, Line: 1063, Word: 3
MS Sans Serif, Line: 1064, Word: 4
OK, Line: 1066, Word: 3
Cancel, Line: 1067, Word: 3
Colors, Line: 1068, Word: 3
Wireframe Color, Line: 1069, Word: 3
Solid Color, Line: 1070, Word: 3
, Line: 1071, Word: 1
, Line: 1072, Word: 1
Line Width, Line: 1073, Word: 3
Thin, Line: 1074, Word: 3
Button, Line: 1074, Word: 3
Medium, Line: 1075, Word: 3
Button, Line: 1075, Word: 3
Thick, Line: 1076, Word: 3
Button, Line: 1076, Word: 3
Line Font, Line: 1077, Word: 3
Normal, Line: 1078, Word: 3
Button, Line: 1078, Word: 3
Dash-Dot, Line: 1079, Word: 3
Button, Line: 1079, Word: 3
Dotted, Line: 1080, Word: 3
Button, Line: 1080, Word: 3
Point Size, Line: 1081, Word: 3
Small, Line: 1082, Word: 3
Button, Line: 1082, Word: 3
Medium, Line: 1083, Word: 3
Button, Line: 1083, Word: 3
Large, Line: 1084, Word: 3
Button, Line: 1084, Word: 3
Translucent, Line: 1085, Word: 3
Button, Line: 1085, Word: 3
Draw, Line: 1086, Word: 3
Only Solid, Line: 1087, Word: 3
Button, Line: 1087, Word: 4
Only Wire, Line: 1088, Word: 3
Button, Line: 1088, Word: 4
Both, Line: 1089, Word: 3
Button, Line: 1089, Word: 3
Set as default, Line: 1090, Word: 3
, Line: 1091, Word: 1
msctls_updown32, Line: 1091, Word: 3
, Line: 1092, Word: 1
msctls_updown32, Line: 1092, Word: 3
Scale Model Dialog, Line: 1097, Word: 3
MS Shell Dlg, Line: 1098, Word: 4
OK, Line: 1101, Word: 3
Cancel, Line: 1102, Word: 3
Scale Factor, Line: 1103, Word: 3
Multiply, Line: 1104, Word: 3
Button, Line: 1104, Word: 3
X fit, Line: 1105, Word: 3
Button, Line: 1105, Word: 4
Y fit, Line: 1106, Word: 3
Button, Line: 1106, Word: 4
X Y Z fit  , Line: 1107, Word: 3
Button, Line: 1107, Word: 7
New X length, Line: 1108, Word: 3
New Y length, Line: 1109, Word: 3
New Z length, Line: 1112, Word: 3
Mirror Model, Line: 1118, Word: 3
MS Shell Dlg, Line: 1119, Word: 4
YZ plane, Line: 1121, Word: 3
Button, Line: 1121, Word: 4
XZ plane, Line: 1122, Word: 3
Button, Line: 1122, Word: 4
XY plane, Line: 1123, Word: 3
Button, Line: 1123, Word: 4
Copy, Line: 1125, Word: 3
Button, Line: 1125, Word: 3
Define point on mirror plane, Line: 1126, Word: 3
OK, Line: 1127, Word: 3
Cancel, Line: 1128, Word: 3
Mirror Plane, Line: 1129, Word: 3
Offset from origin, Line: 1130, Word: 3
Move Model Dialog, Line: 1135, Word: 3
MS Shell Dlg, Line: 1136, Word: 4
OK, Line: 1138, Word: 3
Cancel, Line: 1139, Word: 3
DeltaX, Line: 1140, Word: 3
DeltaY, Line: 1141, Word: 3
DeltaZ, Line: 1142, Word: 3
Move, Line: 1145, Word: 3
Point To Point, Line: 1146, Word: 3
Enclosingbox top center to origin, Line: 1148, Word: 3
Point to origin, Line: 1149, Word: 3
Rotate Model Dialog, Line: 1154, Word: 3
MS Shell Dlg, Line: 1155, Word: 4
OK, Line: 1158, Word: 3
Cancel, Line: 1159, Word: 3
Angle, Line: 1160, Word: 3
ReorientModel, Line: 1165, Word: 3
MS Shell Dlg, Line: 1166, Word: 4
OK, Line: 1168, Word: 3
Cancel, Line: 1169, Word: 3
Copy, Line: 1170, Word: 3
Button, Line: 1170, Word: 3
DynamicClip Dialog, Line: 1175, Word: 3
MS Shell Dlg, Line: 1176, Word: 4
Pick section plane point, Line: 1178, Word: 3
Angle, Line: 1180, Word: 3
Add section models, Line: 1181, Word: 3
Clear sections, Line: 1182, Word: 3
Flip plane normal, Line: 1183, Word: 3
Button, Line: 1183, Word: 5
Dialog, Line: 1188, Word: 3
MS Shell Dlg, Line: 1189, Word: 4
Colors and display, Line: 1195, Word: 3
MS Shell Dlg, Line: 1196, Word: 4
Colors, Line: 1198, Word: 3
, Line: 1199, Word: 1
..., Line: 1201, Word: 3
Reset factory settings, Line: 1202, Word: 3
OK, Line: 1203, Word: 3
Close, Line: 1204, Word: 3
Number parameters, Line: 1207, Word: 3
Styles, Line: 1209, Word: 3
Add to styles, Line: 1210, Word: 3
Enum parameters, Line: 1211, Word: 3
Delete style, Line: 1213, Word: 3
..., Line: 1214, Word: 3
..., Line: 1215, Word: 3
Text parameters, Line: 1217, Word: 3
..., Line: 1220, Word: 3
Box Parameter Dialog, Line: 1225, Word: 3
MS Shell Dlg, Line: 1226, Word: 4
OK, Line: 1228, Word: 3
Cancel, Line: 1229, Word: 3
X length:, Line: 1233, Word: 3
Y length:, Line: 1234, Word: 3
Z length:, Line: 1235, Word: 3
Dynamic Transformation, Line: 1240, Word: 3
MS Shell Dlg, Line: 1241, Word: 4
OK, Line: 1243, Word: 3
Cancel, Line: 1244, Word: 3
Translation, Line: 1245, Word: 3
Rotation, Line: 1246, Word: 3
X, Line: 1247, Word: 3
Button, Line: 1247, Word: 3
Y, Line: 1248, Word: 3
Button, Line: 1248, Word: 3
Z, Line: 1249, Word: 3
Button, Line: 1249, Word: 3
L, Line: 1250, Word: 2
Button, Line: 1250, Word: 3
X, Line: 1251, Word: 3
Button, Line: 1251, Word: 3
Y, Line: 1252, Word: 3
Button, Line: 1252, Word: 3
Z, Line: 1253, Word: 3
Button, Line: 1253, Word: 3
L, Line: 1254, Word: 2
Button, Line: 1254, Word: 3
Reselect CS, Line: 1255, Word: 3
Lock, Line: 1257, Word: 3
Button, Line: 1257, Word: 3
Lock, Line: 1259, Word: 3
Button, Line: 1259, Word: 3
Pick L start, Line: 1261, Word: 3
Button, Line: 1261, Word: 5
Pick L end, Line: 1262, Word: 3
Button, Line: 1262, Word: 5
None, Line: 1263, Word: 3
Button, Line: 1263, Word: 3
Coordinate System CS, Line: 1268, Word: 3
MS Shell Dlg, Line: 1269, Word: 4
CS of surface, Line: 1271, Word: 3
CS of current view, Line: 1272, Word: 3
Center , Z axis , point on X axis, Line: 1273, Word: 3
Flip Active CS Z direction, Line: 1274, Word: 3
Reselect Active CS X direction, Line: 1275, Word: 3
CS of Solid2d , Toolpath, Line: 1276, Word: 3
CS by least squares plane fit, Line: 1277, Word: 3
IGES Read Preferences, Line: 1282, Word: 3
MS Shell Dlg, Line: 1283, Word: 4
OK, Line: 1285, Word: 3
Cancel, Line: 1286, Word: 3
Digitise Tolerance, Line: 1288, Word: 3
Read untrimmed surfaces, Line: 1289, Word: 3
Button, Line: 1289, Word: 5
Read trimmed surfaces, Line: 1290, Word: 3
Button, Line: 1290, Word: 5
Read curves, Line: 1291, Word: 3
Button, Line: 1291, Word: 4
Read points, Line: 1292, Word: 3
Button, Line: 1292, Word: 4
Read notes, Line: 1293, Word: 3
Button, Line: 1293, Word: 4
Triangulate surfaces, Line: 1294, Word: 3
Button, Line: 1294, Word: 4
Check if cylindirical or planar, Line: 1295, Word: 3
Button, Line: 1295, Word: 7
Record exceptions, Line: 1296, Word: 3
Button, Line: 1296, Word: 4
Use BSP for in polygon checks, Line: 1297, Word: 3
Button, Line: 1297, Word: 8
Change tolerance of big surfaces, Line: 1298, Word: 3
Button, Line: 1298, Word: 7
Big surface diagonal length limit, Line: 1300, Word: 3
Big surface digitise tolerance, Line: 1301, Word: 3
Merge surfaces and make one body, Line: 1303, Word: 3
Button, Line: 1303, Word: 8
Lua script for geo export, Line: 1305, Word: 3
